,id,appointment_info,archived,coordinates,created_at,dates,details,hours,irs_id,languages,last_scrape_id,name,updated_at,lat_long,longitude,latitude
935,1390,Required,False,0101000020E6100000C0232A5437EB55C039F06AB933FB4240,2020-01-10T19:32:28.083009,31 JAN 2022 - 21 MAR 2022,"8600 University Blvd
Evansville, IN 47712
812-464-1718
Volunteer Prepared Taxes",,4473,English,1088,University of Southern Indiana,2022-03-20T00:00:56.599199,POINT (-87.675252 37.962516),-87.675252,37.962516
936,6930,Not Required,False,0101000020E6100000C61858C7F19C56C08716D9CEF77F3E40,2022-01-23T00:00:49.547171,18 JAN 2022 - 22 APR 2022,"710 East Iowa Street
Hammond, LA 70403
Volunteer Prepared Taxes","MON 10:00AM-12:00PM
SAT 3:00PM-5:00PM",29895,English,1088,ABCSLA:UW North Shore-Bible Way Ministries COGIC-AD HOC,2022-03-20T00:00:56.625457,POINT (-90.452257 30.499875),-90.452257,30.499875
937,6934,Not Required,False,0101000020E610000065FCFB8C0B8556C05C1D007157F73D40,2022-01-23T00:00:49.753633,18 JAN 2022 - 15 APR 2022,"2200 Lafitte Ave
New Orleans, LA 70119
Volunteer Prepared Taxes","MON 10:00AM-2:00PM
TUE 10:00AM-2:00PM
WED 10:00AM-2:00PM
THU 10:00AM-2:00PM",29803,English,1088,ABCSLA:Kingsley House at Faubourg Lafitte-AD HOC,2022-03-20T00:00:56.942014,POINT (-90.07883 29.966178),-90.07883,29.966178
938,6935,Required,False,0101000020E6100000C39FE1CD1A9055C0350708E6E89D4540,2022-01-23T00:00:49.771617,13 APR 2022 - 13 APR 2022,"316 West Webster Ave
Muskegon, MI 49440
231-722-7871
Volunteer Prepared Taxes",,29626,English,1088,Hackley Public Library,2022-03-20T00:00:56.960093,POINT (-86.251636 43.23367),-86.251636,43.23367
939,1800,Required,False,0101000020E61000005D363AE7A7BB54C0639CBF09854C4540,2020-01-10T19:32:31.573071,03 FEB 2022 - 31 MAR 2022,"40900 Romeo Plank Road
Clinton Township, MI 48038
586-463-2537
Volunteer Prepared Taxes",,26694,English,1088,Macomb County Veteran Services - CMPL,2022-03-20T00:01:00.17391,POINT (-82.932123 42.59781),-82.932123,42.59781
940,1840,Not Required,False,0101000020E6100000914259F8FAB954C00A11700855F84340,2020-01-10T19:32:31.892366,22 JAN 2022 - 09 APR 2022,"3330 Scottwood Road
Columbus, OH 43227
Volunteer Prepared Taxes",SAT 8:00AM-2:00PM,25395,English,1088,Christian Valley Missionary Baptist Church,2022-03-20T00:01:00.616355,POINT (-82.905943 39.940095),-82.905943,39.940095
941,2548,Not Required,False,0101000020E6100000A2B3CC22145C54C052D50451F74D3C40,2020-01-10T19:32:37.948768,07 FEB 2022 - 06 APR 2022,"3501 W. Vine Street
Suite 524
Kissimmee, FL 34741
Volunteer Prepared Taxes","MON 1:00PM-3:00PM
TUE 10:00AM-1:00PM",24441,"English,Spanish",1088,The Lion Foundation,2022-03-20T00:01:09.118457,POINT (-81.438729 28.304555),-81.438729,28.304555
944,72,Required,False,0101000020E61000009A93179980765EC078B7B24467AD4240,2020-01-10T19:32:16.961013,05 MAR 2022 - 07 MAY 2022,"1897 Alum Rock Ave
San Jose, CA 95116
408-341-6080
Volunteer Prepared Taxes",,24911,"English,Spanish",1088,Amigos de Guadalupe,2022-03-20T00:00:43.09089,POINT (-121.851599 37.354714),-121.851599,37.354714
945,481,Required,False,0101000020E61000006D75392520B35EC03526C45C52834740,2020-01-10T19:32:20.363174,29 JAN 2022 - 09 APR 2022,"5000 Abbey Way SE
Harned Hall 109
Lacey, WA 98503
360-923-8796
Volunteer Prepared Taxes",,25642,"English,Spanish,Chinese",1088,Saint Martins University-VITA,2022-03-20T00:00:46.689662,POINT (-122.798837 47.025951),-122.798837,47.025951
947,4966,Not Required,False,0101000020E61000001BD47E6B279C5AC0FC6EBA6587E43F40,2021-02-07T00:00:23.104318,31 JAN 2022 - 12 APR 2022,"4521 Cohen
El Paso, TX 79924
Volunteer Prepared Taxes",MON 5:00PM-7:00PM,29284,"English,Spanish",1088,GECU Cohen Branch,2022-03-20T00:00:48.863396,POINT (-106.439906 31.892691),-106.439906,31.892691
950,688,Required,False,0101000020E610000001A3CB9BC39E5AC03750E09D7CC23F40,2020-01-10T19:32:22.0704,02 FEB 2022 - 15 APR 2022,"901 E San Antonio Ave
El Paso, TX 79901
915-747-3224
Volunteer Prepared Taxes",,26593,"English,Spanish",1088,"Consulate General of Mexico- El Paso, TX - Adhoc",2022-03-20T00:00:48.918638,POINT (-106.480689 31.759714),-106.480689,31.759714
951,769,Required,False,0101000020E61000008CBD175FB42558C0EE0912DBDD214740,2020-01-10T19:32:22.730067,01 FEB 2022 - 12 APR 2022,"311 5th St.
Breckenridge, MN 56520
218-512-1570
Volunteer Prepared Taxes",,22441,English,1088,CAPLP Breckenridge Site,2022-03-20T00:00:50.251769,POINT (-96.589134 46.264583),-96.589134,46.264583
952,7228,Required,False,0101000020E6100000E370E65773FE57C09E616A4B1D0A4240,2022-02-27T00:01:25.066685,01 FEB 2022 - 22 APR 2022,"5780 S Peoria Ave
Tulsa, OK 74105
918-900-0918
Volunteer Prepared Taxes",,31038,English,1088,Goodwill TR STCH,2022-03-20T00:00:50.604625,POINT (-95.97579 36.079019),-95.97579,36.079019
953,3500,Required,False,0101000020E6100000EF75525F96D557C066D993C0E61E4240,2020-02-25T16:46:52.072627,03 FEB 2022 - 14 APR 2022,"6789 US Hwy 69
Pryor, OK 74361
918-453-5536
Volunteer Prepared Taxes",,5125,English,1088,CN Pryor,2022-03-20T00:00:51.398035,POINT (-95.337303 36.241417),-95.337303,36.241417
954,4751,Not Required,False,0101000020E61000005BB05417F01158C05628D2FD9C5E4040,2021-01-31T00:00:20.673905,01 FEB 2022 - 11 APR 2022,"301 N. Rockwall Ave.
Terrell, TX 75160
Volunteer Prepared Taxes",MON 6:00PM-8:00PM,28870,English,1088,Terrell -Hulsey Public Library,2022-03-20T00:00:51.749173,POINT (-96.280279 32.739166),-96.280279,32.739166
955,4752,Required,False,0101000020E6100000D0B52FA017B257C014AE47E17A4A4240,2021-01-31T00:00:20.71842,01 FEB 2022 - 12 APR 2022,"1005 Leisure Rd.
Grove, OK 74344
918-253-4683
Volunteer Prepared Taxes",,14235,English,1088,NEOCAA Grove,2022-03-20T00:00:51.836881,POINT (-94.782692 36.581875),-94.782692,36.581875
956,4761,Required,False,0101000020E6100000AEBA0ED5946457C0E388B5F814744240,2021-01-31T00:00:21.272631,31 JAN 2022 - 11 APR 2022,"201 Main St.
Crane, MO 65633
417-357-6812
Volunteer Prepared Taxes",,29008,English,1088,UME MoTax Stone County Crane Public Library Crane,2022-03-20T00:00:52.437792,POINT (-93.571584 36.90689),-93.571584,36.90689
957,4771,Required,False,0101000020E61000009E60FF756E3057C0842D76FBAC084640,2021-01-31T00:00:21.739673,05 FEB 2022 - 12 APR 2022,"601 Clay St
Mantorville, MN 55955
800-543-7709
Volunteer Prepared Taxes",,28566,English,1088,Mantorville Senior Center - VITA,2022-03-20T00:00:52.708044,POINT (-92.756742 44.067779),-92.756742,44.067779
958,1122,Not Required,False,0101000020E61000006A4B1DE4F5AA57C097A8DE1AD8123E40,2020-01-10T19:32:25.763254,07 FEB 2022 - 09 APR 2022,"3730 FM 160 NORTH
Liberty, TX 77575
Volunteer Prepared Taxes",SAT 9:00AM-2:00PM,13721,English,1088,St. Vicent DePaul Society,2022-03-20T00:00:53.993978,POINT (-94.671258 30.07361),-94.671258,30.07361
959,6931,Not Required,False,0101000020E610000005E09F52258656C0990E9D9E777B3E40,2022-01-23T00:00:49.621143,18 JAN 2022 - 15 APR 2022,"834 N. COLUMBIA STREET
Covington, LA 70433
Volunteer Prepared Taxes","MON 10:00AM-3:00PM
TUE 10:00AM-3:00PM
WED 10:00AM-3:00PM
THU 11:00AM-5:00PM",29706,English,1088,ABCSLA:UNITED WAY SELA - NORTHSHORE-VITA,2022-03-20T00:00:56.773681,POINT (-90.096028 30.482294),-90.096028,30.482294
960,6936,Required,False,0101000020E61000008787307E1A8E55C073BC02D193864540,2022-01-23T00:00:49.81854,04 FEB 2022 - 08 APR 2022,"1051 S Beacon Blvd
Grand Haven, MI 49417
616-842-9210
Volunteer Prepared Taxes",,29721,English,1088,DU @ Four Pointes Center,2022-03-20T00:00:57.0268,POINT (-86.220367 43.051386),-86.220367,43.051386
961,6937,Not Required,False,0101000020E61000000B630B410E8056C05B087250C2F43D40,2022-01-23T00:00:49.886796,19 JAN 2022 - 15 APR 2022,"7220 St. Claude Ave
Arabi, LA 70032
Volunteer Prepared Taxes","MON 9:00AM-3:00PM
TUE 9:00AM-3:00PM
WED 9:00AM-3:00PM
THU 9:00AM-3:00PM
FRI 10:00AM-3:00PM",30962,English,1088,ABCSLA:St. Bernard Properity Center-AD HOC,2022-03-20T00:00:57.125323,POINT (-90.00087 29.95609),-90.00087,29.95609
962,6938,Not Required,False,0101000020E61000007F129F3BC15256C0B247A81952553F40,2022-01-23T00:00:49.89622,31 JAN 2022 - 12 APR 2022,"300 E. 5th Street
Hattiesburg, MS 39401
Volunteer Prepared Taxes","MON 8:30AM-3:00PM
TUE 8:30AM-3:00PM",29478,English,1088,CE Roy Community Center,2022-03-20T00:00:57.134024,POINT (-89.293044 31.333284),-89.293044,31.333284
963,6939,Required,False,0101000020E61000006684B707218F55C0D7C1C1DEC4D64440,2022-01-23T00:00:49.904736,01 JAN 2022 - 31 DEC 2022,"1028 E Colfax Ave
South Bend, IN 46617
574-303-6611
Volunteer Prepared Taxes",,29358,"English,Spanish",1088,"Soma Support, Inc",2022-03-20T00:00:57.170148,POINT (-86.236391 41.677883),-86.236391,41.677883
964,6940,Required,False,0101000020E61000008E959867258755C0DBDE6E490E9E4540,2022-01-23T00:00:49.932516,02 FEB 2022 - 13 APR 2022,"5428 E Apple Ave
Muskegon, MI 49442
231-722-7871
Volunteer Prepared Taxes",,29628,English,1088,Egelston Branch Library,2022-03-20T00:00:57.23225,POINT (-86.111658 43.234811),-86.111658,43.234811
965,6941,Required,False,0101000020E61000002DEA93DC619E55C043C6A354C25D4340,2022-01-23T00:00:50.025953,07 FEB 2022 - 04 APR 2022,"804 W Main Street
Mitchell, IN 47446
812-849-2412
Volunteer Prepared Taxes",,14621,English,1088,Mitchell Public Library,2022-03-20T00:00:57.365095,POINT (-86.474723 38.732493),-86.474723,38.732493
966,1856,Not Required,False,0101000020E61000007632384A5E2255C0EF004F5AB8FA4040,2020-01-10T19:32:32.048579,25 JAN 2022 - 30 APR 2022,"492 North Marietta Pkwy
Marietta, GA 30060
Volunteer Prepared Taxes","TUE 10:00AM-3:00PM
THU 10:00AM-3:00PM
SAT 10:00AM-3:00PM",21989,English,1088,Turner Chapel AME Church,2022-03-20T00:01:00.760598,POINT (-84.537005 33.958751),-84.537005,33.958751
967,1858,Required,False,0101000020E6100000DA20938C9C2B55C0EA04341136B44040,2020-01-10T19:32:32.066776,18 JAN 2022 - 31 OCT 2022,"3121 E. Highway 34
Newnan, GA 30265
678-854-6839
Volunteer Prepared Taxes",,20375,"English,Spanish",1088,Goodwill Newnan,2022-03-20T00:01:00.771178,POINT (-84.68143 33.4079),-84.68143,33.4079
968,4909,Required,False,0101000020E6100000286211C30E3753C069A85148328B4340,2021-01-31T00:00:30.899113,25 JAN 2022 - 15 APR 2022,"9900 Washington Boulevard
Laurel, MD 20707
443-518-7647
Volunteer Prepared Taxes",,17933,"English,Spanish",1088,Howard County MultiService Center,2022-03-20T00:01:09.154952,POINT (-76.860276 39.087472),-76.860276,39.087472
974,6839,Required,False,0101000020E610000029B16B7BBB895DC074ECA012D7094140,2022-01-23T00:00:40.410748,15 JAN 2022 - 30 APR 2022,"2619 West Valley BlVD
Alhambra, CA 91803
626-238-7808
Volunteer Prepared Taxes",,29736,"English,Spanish",1088,KARLEO INC,2022-03-20T00:00:44.668915,POINT (-118.152068 34.076876),-118.152068,34.076876
975,6840,Required,False,0101000020E61000000805A568E5855DC00FD07D39B30B4140,2022-01-23T00:00:40.429118,01 FEB 2022 - 13 APR 2022,"715 E Mission Road
San Gabriel, CA 91776
626-286-2600
Volunteer Prepared Taxes",,29486,"English,Cantonese,Mandarin",1088,Herald Christian Community Center,2022-03-20T00:00:44.696215,POINT (-118.092127 34.091407),-118.092127,34.091407
976,4674,Required,False,0101000020E610000065E42CEC690D5DC08061F9F36DCD4540,2021-01-31T00:00:17.576085,01 JAN 2022 - 30 SEP 2022,"2630 W. University Drive
MBEB 3121
Boise, ID 83725
208-426-1271
Volunteer Prepared Taxes",,28731,English,1088,BSU Virtual VITA,2022-03-20T00:00:46.025694,POINT (-116.20959 43.604918),-116.20959,43.604918
979,808,Required,False,0101000020E6100000D99596917AFD57C0F1F09E03CBD14140,2020-01-10T19:32:23.035546,01 FEB 2022 - 15 APR 2022,"1008 E Eufaula St
Okmulgee, OK 74447
918-549-2607
Volunteer Prepared Taxes",,25427,English,1088,MCN Virtual VITA,2022-03-20T00:00:50.76098,POINT (-95.960606 35.639008),-95.960606,35.639008
980,870,Required,False,0101000020E6100000524832AB77A257C024B4E55C8A1B4440,2020-01-10T19:32:23.553186,31 JAN 2022 - 13 APR 2022,"301 East Second St.
Stanberry, MO 64489
660-736-2004
Volunteer Prepared Taxes",,9819,English,1088,MCTC CSI Gentry County (Stanberry),2022-03-20T00:00:51.496233,POINT (-94.538554 40.21516),-94.538554,40.21516
981,5047,Required,False,0101000020E6100000B79C4B71555857C0D6FECEF6E8214340,2021-03-14T00:00:26.808864,02 FEB 2022 - 13 APR 2022,"17571 N Dam Access Rd
Warsaw, MO 65355
660-438-3300
Volunteer Prepared Taxes",,11159,English,1088,AAA Warsaw Senior Center,2022-03-20T00:00:52.376135,POINT (-93.380215 38.264922),-93.380215,38.264922
982,4784,Required,False,0101000020E61000008C497F2F851D57C08BA8893E1F034640,2021-01-31T00:00:21.973572,01 FEB 2022 - 15 APR 2022,"700 Fourth Avenue SE
Rochester, MN 55904
800-543-7709
Volunteer Prepared Taxes",,28569,English,1088,Hawthorne Education Center - VITA - At Salvation Army,2022-03-20T00:00:52.901721,POINT (-92.461254 44.024391),-92.461254,44.024391
983,4787,Required,False,0101000020E6100000C3D32B65191457C042EA76F695874540,2021-01-31T00:00:22.023089,08 FEB 2022 - 12 APR 2022,"104 E Main Street
New Hampton, IA 50659
641-394-2174
Volunteer Prepared Taxes",,28765,English,1088,Chickasaw County Extension VITA,2022-03-20T00:00:52.957152,POINT (-92.31405 43.059264),-92.31405,43.059264
984,4791,Required,False,0101000020E6100000AB4203B16C0757C0F8A6E9B303B04540,2021-01-31T00:00:22.148309,03 FEB 2022 - 06 APR 2022,"320 N. Elm Street
Cresco, IA 52136
563-277-7246
Volunteer Prepared Taxes",,28668,English,1088,Cresco Public Library,2022-03-20T00:00:53.124297,POINT (-92.116009 43.375113),-92.116009,43.375113
985,3577,Required,False,0101000020E61000005DDDB1D8260457C08A8EE4F21FFC4540,2020-02-25T16:46:53.852812,03 FEB 2022 - 14 APR 2022,"830 Whitewater
Saint Charles, MN 55972
507-474-7202
Volunteer Prepared Taxes",,25686,"English,Spanish",1088,Winona at St. Charles - Ad Hoc,2022-03-20T00:00:53.161398,POINT (-92.064871 43.969725),-92.064871,43.969725
986,4794,Required,False,0101000020E6100000698D412784FE56C0F73FC05AB5DB4540,2021-01-31T00:00:22.289286,05 FEB 2022 - 12 APR 2022,"503 Parkway Ave South
Lanesboro, MN 55949
507-458-3005
Volunteer Prepared Taxes",,28565,English,1088,Sylvan Manor - VITA,2022-03-20T00:00:53.21955,POINT (-91.976816 43.716472),-91.976816,43.716472
987,4795,Required,False,0101000020E6100000BBEEAD484CF256C0168A743FA7A64540,2021-01-31T00:00:22.349615,01 FEB 2022 - 06 APR 2022,"2316 Sweet Parkway Road
Decorah, IA 52101
563-277-7246
Volunteer Prepared Taxes",,28672,English,1088,ISU Extension - Winneshiek County,2022-03-20T00:00:53.417534,POINT (-91.785906 43.301979),-91.785906,43.301979
988,4799,Required,False,0101000020E6100000CA1AF5108DE456C0179AEB34D28A4540,2021-01-31T00:00:22.492395,04 FEB 2022 - 08 APR 2022,"235 W Tilden St
Postville, IA 52162
563-277-7246
Volunteer Prepared Taxes",,28674,English,1088,Postville Public Library,2022-03-20T00:00:53.586073,POINT (-91.57111 43.08454),-91.57111,43.08454
989,1102,Required,False,0101000020E61000001C60E63BF83357C0868F8829912E4140,2020-01-10T19:32:25.575021,01 FEB 2022 - 12 APR 2022,"202 East Third St
Malvern, AR 72104
501-326-6303
Volunteer Prepared Taxes",,12350,English,1088,CADC Hot Spring Co. Library,2022-03-20T00:00:53.855298,POINT (-92.812026 34.363805),-92.812026,34.363805
990,4800,Required,False,0101000020E6100000C216BB7D561C57C021938C9C858B4140,2021-01-31T00:00:22.709159,01 FEB 2022 - 18 APR 2022,"1105 Oak Street
Conway, AR 72034
501-327-5087
Volunteer Prepared Taxes",,29208,English,1088,UCA Downtown,2022-03-20T00:00:53.973899,POINT (-92.442779 35.090015),-92.442779,35.090015
991,1204,Required,False,0101000020E6100000155454FD4A9056C021AE9CBD33544340,2020-01-10T19:32:26.529844,29 JAN 2022 - 09 APR 2022,"4675 Page Blvd.
Saint Louis, MO 63113
314-690-3570
Volunteer Prepared Taxes",,8429,English,1088,MCTC Westside Missionary Baptist Church,2022-03-20T00:00:54.654841,POINT (-90.254577 38.657829),-90.254577,38.657829
992,1249,Not Required,False,0101000020E6100000CB65A3737EB956C0611C5C3AE6B24040,2020-01-10T19:32:26.903519,25 JAN 2022 - 18 APR 2022,"323 Hwy 82 E
Leland, MS 38756
Volunteer Prepared Taxes","TUE 9:00AM-4:00PM
THU 9:00AM-4:00PM",25989,"English,Spanish",1088,Southern Bancorp - Leland,2022-03-20T00:00:55.189277,POINT (-90.898343 33.397651),-90.898343,33.397651
993,1425,Required,False,0101000020E6100000D3F9F02C41C755C03EAE0D15E3E24240,2020-01-10T19:32:28.358209,01 FEB 2022 - 14 APR 2022,"401 Frederica St
Corporate Center Bldg C, suite 201C
Owensboro, KY 42301
270-687-7301
Volunteer Prepared Taxes",,7495,English,1088,Kdr - Owensboro,2022-03-20T00:00:56.841984,POINT (-87.113353 37.772555),-87.113353,37.772555
994,7182,Not Required,False,0101000020E610000098DEFE5C34C355C037AAD381ACF14240,2022-02-13T00:00:56.201318,11 FEB 2022 - 18 APR 2022,"499 Jefferson st
Rockport, IN 47635
Volunteer Prepared Taxes",FRI 9:00AM-12:00PM,29802,English,1088,Christian Resource Center,2022-03-20T00:00:56.870347,POINT (-87.050071 37.888077),-87.050071,37.888077
995,1509,Not Required,False,0101000020E610000008910C39B67455C0D8B8FE5D9F654440,2020-01-10T19:32:29.190166,02 FEB 2022 - 06 APR 2022,"500 S. Cass St.
Wabash, IN 46992
260-355-2510
Volunteer Prepared Taxes",WED 10:00AM-4:00PM,25786,English,1088,Pathfinder VITA Wabash County YMCA,2022-03-20T00:00:57.687075,POINT (-85.823622 40.793926),-85.823622,40.793926
996,1688,Not Required,False,0101000020E61000006420CF2EDF8255C09888B7CEBFF94040,2020-01-10T19:32:30.642493,26 JAN 2022 - 13 APR 2022,"3702 Rainbow Drive
Rainbow City, AL 35906
Volunteer Prepared Taxes",WED 11:30PM-3:30PM,8667,English,1088,Rainbow City VITA,2022-03-20T00:00:59.358322,POINT (-86.044872 33.951166),-86.044872,33.951166
997,2559,Required,False,0101000020E610000025CD1FD3DA3E53C067D5E76A2B424340,2020-01-10T19:32:38.040032,01 FEB 2022 - 18 APR 2022,"101 Catalpa Drive
Suite 103
La Plata, MD 20646
866-293-0623
Volunteer Prepared Taxes",,13013,English,1088,"LifeStyles of Maryland Foundation, Inc.",2022-03-20T00:01:09.265798,POINT (-76.982106 38.51695),-76.982106,38.51695
999,278,Required,False,0101000020E61000006D3B6D8D08815DC041800C1D3B124140,2020-01-10T19:32:18.648835,01 FEB 2022 - 07 APR 2022,"790 W Chestnut Ave
Monrovia, CA 91016
626-358-3486
Volunteer Prepared Taxes",,19628,"English,Spanish,Mandarin",1088,Foothill Unity Center VITA - Monrovia,2022-03-20T00:00:44.711522,POINT (-118.016147 34.142429),-118.016147,34.142429
1000,692,Not Required,False,0101000020E6100000B5FCC0559E9B5AC0F60D4C6E14C53F40,2020-01-10T19:32:22.102181,07 FEB 2022 - 11 APR 2022,"5001 El Paso Drive
Rm 1110
El Paso, TX 79905
Volunteer Prepared Taxes",MON 11:00AM-3:00PM,26981,"English,Spanish",1088,Texas Tech University Health Science Center - Jefferson High School,2022-03-20T00:00:48.964943,POINT (-106.431539 31.769843),-106.431539,31.769843
1003,4730,Required,False,0101000020E6100000B7973446EB6158C0E411DC48D9AE4140,2021-01-31T00:00:19.610522,02 FEB 2022 - 13 APR 2022,"10201 S Western Ave
Oklahoma City, OK 73139
405-682-1990
Volunteer Prepared Taxes",,28386,English,1088,True Sky CU - Western,2022-03-20T00:00:49.872597,POINT (-97.529985 35.366006),-97.529985,35.366006
1007,779,Not Required,False,0101000020E6100000DCBB067DE93258C0E38E37F92D0C4140,2020-01-10T19:32:22.808384,15 FEB 2022 - 18 APR 2022,"18941 8th Street
Oakland, OK 73446
Volunteer Prepared Taxes","MON 9:00AM-4:00PM
TUE 9:00AM-4:00PM
WED 9:00AM-4:00PM
THU 9:00AM-4:00PM
FRI 9:00AM-4:00PM",3884,English,1088,INCA - Marshall Virtual,2022-03-20T00:00:50.395631,POINT (-96.795501 34.095153),-96.795501,34.095153
1008,1101,Required,False,0101000020E610000048F949B54F4F57C0E1D4079277A24040,2020-01-10T19:32:25.567022,02 FEB 2022 - 13 APR 2022,"300 North Jackson
Magnolia, AR 71753
501-326-6203
Volunteer Prepared Taxes",,8052,English,1088,CADC Bancorp South - Magnolia,2022-03-20T00:00:53.835118,POINT (-93.23924 33.269274),-93.23924,33.269274
1009,1131,Required,False,0101000020E610000051C1E10511F656C088F546AD305D4240,2020-01-10T19:32:25.840989,02 FEB 2022 - 15 APR 2022,"710  E. Main Street
West Plains, MO 65775
417-256-6147
Volunteer Prepared Taxes",,10441,English,1088,"Ozark Action, Inc.-Howell County VITA",2022-03-20T00:00:54.061826,POINT (-91.844789 36.728048),-91.844789,36.728048
1010,1385,Required,False,0101000020E6100000CB82893F8AD555C0E57E87A240C74440,2020-01-10T19:32:28.042767,17 FEB 2022 - 14 APR 2022,"3400 Broadway
Dunes Med. Bldg DM1113
Gary, IN 46408
219-980-6552
Volunteer Prepared Taxes",,2156,English,1088,Indiana University Northwest School of Business and Economics,2022-03-20T00:00:56.527328,POINT (-87.336563 41.55666),-87.336563,41.55666
1011,4821,Required,False,0101000020E6100000923D42CD90B855C0F12E17F19D344440,2021-01-31T00:00:24.891959,27 JAN 2022 - 15 APR 2022,"1114 East State Street
Lafayette, IN 47905
765-421-6163
Volunteer Prepared Taxes",,13813,"English,Spanish",1088,United Way of Greater Lafayette,2022-03-20T00:00:56.736402,POINT (-86.883838 40.41107),-86.883838,40.41107
1012,1444,Not Required,False,0101000020E6100000B1C1C2499A8456C0F44F70B1A2EE3D40,2020-01-10T19:32:28.511863,18 JAN 2022 - 15 APR 2022,"1600 Constance Street
New Orleans, LA 70130
Volunteer Prepared Taxes","MON 9:00AM-2:00PM
TUE 9:00AM-2:00PM
FRI 9:00AM-2:00PM",25017,English,1088,ABCSLA:Kingsley House,2022-03-20T00:00:57.017244,POINT (-90.071917 29.93217),-90.071917,29.93217
